usage_date,mac_id,team,resource_category,total_cost_inr,attribution_confidence,resource_count
2026-01-02 00:00:00,MAC-03,Frontend,Compute,425.93,high,1
2026-01-02 00:00:00,MAC-03,Frontend,Storage,148.26,high,1
2026-01-02 00:00:00,MAC-03,Product,Storage,221.49,high,1
2026-01-02 00:00:00,MAC-03,Frontend,Networking,109.73,high,1
2026-01-02 00:00:00,MAC-03,Product,Data Services,292.23,high,1
2026-01-02 00:00:00,MAC-04,Backend,Networking,192.35,high,1
2026-01-02 00:00:00,MAC-04,QA,Storage,180.52,high,1
2026-01-02 00:00:00,MAC-04,QA,Data Services,249.7,high,1
2026-01-02 00:00:00,MAC-04,Backend,Compute,1011.82,high,1
2026-01-02 00:00:00,MAC-04,Backend,Storage,330.28,high,1
2026-01-02 00:00:00,MAC-04,Backend,Data Services,529.64,high,1
2026-01-02 00:00:00,MAC-04,QA,Networking,102.1,high,1
2026-01-02 00:00:00,MAC-04,QA,Compute,369.57,high,1
2026-01-02 00:00:00,MAC-05,Compliance,Compute,389.61,high,1
2026-01-02 00:00:00,MAC-05,Compliance,Storage,196.89,high,1
2026-01-02 00:00:00,MAC-05,Security,Networking,314.72,high,1
2026-01-02 00:00:00,MAC-05,Compliance,Data Services,327.66,high,1
2026-01-02 00:00:00,MAC-05,Security,Compute,745.48,high,1
2026-01-02 00:00:00,MAC-05,Compliance,Networking,132.15,high,1
2026-01-02 00:00:00,MAC-05,Security,Data Services,386.92,high,1
2026-01-02 00:00:00,MAC-05,Security,Storage,254.71,high,1
2026-01-02 00:00:00,MAC-06,CloudOps,Storage,406.23,high,1
2026-01-02 00:00:00,MAC-06,Infrastructure,Compute,1256.42,high,1
2026-01-02 00:00:00,MAC-06,CloudOps,Compute,1148.36,high,1
2026-01-02 00:00:00,MAC-06,CloudOps,Data Services,408.63,high,1
2026-01-02 00:00:00,MAC-06,Infrastructure,Networking,363.24,high,1
2026-01-02 00:00:00,MAC-06,Infrastructure,Data Services,389.44,high,1
2026-01-02 00:00:00,MAC-06,Infrastructure,Storage,350.76,high,1
2026-01-02 00:00:00,MAC-06,CloudOps,Networking,294.44,high,1
2026-01-02 00:00:00,MAC-07,ML,Compute,1430.88,high,1
2026-01-02 00:00:00,MAC-07,Research,Data Services,745.37,high,1
2026-01-02 00:00:00,MAC-07,ML,Networking,185.55,high,1
2026-01-02 00:00:00,MAC-07,ML,Storage,458.62,high,1
2026-01-02 00:00:00,MAC-07,Research,Compute,737.16,high,1
2026-01-02 00:00:00,MAC-07,ML,Data Services,627.09,high,1
2026-01-02 00:00:00,MAC-07,Research,Storage,422.17,high,1
2026-01-02 00:00:00,MAC-07,Research,Networking,190.75,high,1
2026-01-02 00:00:00,MAC-08,Operations,Storage,342.45,high,1
2026-01-02 00:00:00,MAC-08,Operations,Data Services,335.22,high,1
2026-01-02 00:00:00,MAC-08,Operations,Compute,401.17,high,1
2026-01-02 00:00:00,MAC-08,Finance,Networking,97.4,high,1
2026-01-02 00:00:00,MAC-08,Finance,Compute,309.65,high,1
2026-01-02 00:00:00,MAC-08,Operations,Networking,111.14,high,1
2026-01-02 00:00:00,MAC-08,Finance,Storage,185.98,high,1
2026-01-02 00:00:00,MAC-08,Finance,Data Services,488.72,high,1
2026-01-03 00:00:00,MAC-01,DevOps,Compute,1290.85,high,1
2026-01-03 00:00:00,MAC-01,Platform,Networking,220.92,high,1
2026-01-03 00:00:00,MAC-01,DevOps,Data Services,395.41,high,1
2026-01-03 00:00:00,MAC-01,Platform,Compute,1113.96,high,1
2026-01-03 00:00:00,MAC-01,Platform,Data Services,372.72,high,1
2026-01-03 00:00:00,MAC-01,DevOps,Storage,329.89,high,1
2026-01-03 00:00:00,MAC-01,Platform,Storage,261.58,high,1
2026-01-03 00:00:00,MAC-01,DevOps,Networking,222.21,high,1
2026-01-03 00:00:00,MAC-02,DataEngineering,Storage,549.92,high,1
2026-01-03 00:00:00,MAC-02,DataEngineering,Data Services,815.54,high,1
2026-01-03 00:00:00,MAC-02,DataEngineering,Compute,838.86,high,1
2026-01-03 00:00:00,MAC-02,Analytics,Compute,725.84,high,1
2026-01-03 00:00:00,MAC-02,Analytics,Networking,137.81,high,1
2026-01-03 00:00:00,MAC-02,DataEngineering,Networking,201.66,high,1
2026-01-03 00:00:00,MAC-02,Analytics,Storage,557.32,high,1
2026-01-03 00:00:00,MAC-02,Analytics,Data Services,974.94,high,1
2026-01-03 00:00:00,MAC-03,Product,Data Services,343.31,high,1
2026-01-03 00:00:00,MAC-03,Product,Compute,678.32,high,1
2026-01-03 00:00:00,MAC-03,Frontend,Networking,110.45,high,1
2026-01-03 00:00:00,MAC-03,Product,Networking,103.7,high,1
2026-01-03 00:00:00,MAC-03,Frontend,Storage,155.28,high,1
2026-01-03 00:00:00,MAC-03,Product,Storage,210.59,high,1
2026-01-03 00:00:00,MAC-03,Frontend,Compute,526.84,high,1
2026-01-03 00:00:00,MAC-03,Frontend,Data Services,197.03,high,1
2026-01-03 00:00:00,MAC-04,QA,Networking,77.92,high,1
2026-01-03 00:00:00,MAC-04,QA,Compute,341.6,high,1
2026-01-03 00:00:00,MAC-04,Backend,Networking,226.36,high,1
2026-01-03 00:00:00,MAC-04,Backend,Storage,403.37,high,1
2026-01-03 00:00:00,MAC-04,QA,Storage,193.57,high,1
2026-01-03 00:00:00,MAC-04,QA,Data Services,269.39,high,1
2026-01-03 00:00:00,MAC-04,Backend,Data Services,459.32,high,1
2026-01-03 00:00:00,MAC-04,Backend,Compute,941.74,high,1
2026-01-03 00:00:00,MAC-05,Security,Compute,806.81,high,1
2026-01-03 00:00:00,MAC-05,Security,Networking,277.54,high,1
2026-01-03 00:00:00,MAC-05,Compliance,Networking,155.29,high,1
2026-01-03 00:00:00,MAC-05,Security,Data Services,382.3,high,1
2026-01-03 00:00:00,MAC-05,Compliance,Data Services,304.6,high,1
2026-01-03 00:00:00,MAC-05,Security,Storage,272.41,high,1
2026-01-03 00:00:00,MAC-05,Compliance,Storage,218.6,high,1
2026-01-03 00:00:00,MAC-05,Compliance,Compute,396.53,high,1
2026-01-03 00:00:00,MAC-06,Infrastructure,Networking,364.36,high,1
2026-01-03 00:00:00,MAC-06,CloudOps,Compute,1304.59,high,1
2026-01-03 00:00:00,MAC-06,CloudOps,Networking,362.27,high,1
2026-01-03 00:00:00,MAC-06,Infrastructure,Compute,1378.07,high,1
2026-01-03 00:00:00,MAC-06,Infrastructure,Data Services,482.46,high,1
2026-01-03 00:00:00,MAC-06,CloudOps,Storage,376.43,high,1
2026-01-03 00:00:00,MAC-06,Infrastructure,Storage,420.12,high,1
2026-01-03 00:00:00,MAC-06,CloudOps,Data Services,356.3,high,1
2026-01-03 00:00:00,MAC-07,ML,Compute,1685.24,high,1
2026-01-03 00:00:00,MAC-07,Research,Data Services,656.69,high,1
2026-01-03 00:00:00,MAC-07,ML,Networking,192.15,high,1
2026-01-03 00:00:00,MAC-07,ML,Data Services,719.88,high,1
2026-01-03 00:00:00,MAC-07,Research,Compute,690.65,high,1
2026-01-03 00:00:00,MAC-07,Research,Networking,184.47,high,1
2026-01-03 00:00:00,MAC-07,ML,Storage,567.94,high,1
2026-01-03 00:00:00,MAC-07,Research,Storage,398.7,high,1
2026-01-03 00:00:00,MAC-08,Operations,Compute,485.56,high,1
2026-01-03 00:00:00,MAC-08,Finance,Compute,272.58,high,1
2026-01-03 00:00:00,MAC-08,Operations,Storage,283.35,high,1
2026-01-03 00:00:00,MAC-08,Finance,Networking,86.03,high,1
2026-01-03 00:00:00,MAC-08,Operations,Networking,131.16,high,1
2026-01-03 00:00:00,MAC-08,Finance,Storage,183.75,high,1
2026-01-03 00:00:00,MAC-08,Finance,Data Services,497.03,high,1
2026-01-03 00:00:00,MAC-08,Operations,Data Services,420.6,high,1
2026-01-04 00:00:00,MAC-01,DevOps,Networking,215.63,high,1
2026-01-04 00:00:00,MAC-01,DevOps,Data Services,349.52,high,1
2026-01-04 00:00:00,MAC-01,Platform,Storage,320.15,high,1
2026-01-04 00:00:00,MAC-01,Platform,Compute,1234.74,high,1
2026-01-04 00:00:00,MAC-01,DevOps,Storage,282.6,high,1
2026-01-04 00:00:00,MAC-01,Platform,Data Services,355.95,high,1
2026-01-04 00:00:00,MAC-01,DevOps,Compute,1028.71,high,1
2026-01-04 00:00:00,MAC-01,Platform,Networking,216.14,high,1
2026-01-04 00:00:00,MAC-02,DataEngineering,Compute,900.82,high,1
2026-01-04 00:00:00,MAC-02,DataEngineering,Networking,190.4,high,1
2026-01-04 00:00:00,MAC-02,Analytics,Storage,587.59,high,1
2026-01-04 00:00:00,MAC-02,DataEngineering,Storage,637.88,high,1
2026-01-04 00:00:00,MAC-02,Analytics,Compute,846.81,high,1
2026-01-04 00:00:00,MAC-02,Analytics,Networking,183.54,high,1
2026-01-04 00:00:00,MAC-02,DataEngineering,Data Services,845.87,high,1
2026-01-04 00:00:00,MAC-02,Analytics,Data Services,896.45,high,1
2026-01-04 00:00:00,MAC-03,Frontend,Storage,141.4,high,1
2026-01-04 00:00:00,MAC-03,Frontend,Data Services,204.57,high,1
2026-01-04 00:00:00,MAC-03,Frontend,Compute,493.72,high,1
2026-01-04 00:00:00,MAC-03,Product,Data Services,311.8,high,1
2026-01-04 00:00:00,MAC-03,Product,Compute,693.51,high,1
2026-01-04 00:00:00,MAC-03,Product,Networking,127.39,high,1
2026-01-04 00:00:00,MAC-03,Frontend,Networking,99.23,high,1
2026-01-04 00:00:00,MAC-03,Product,Storage,212.98,high,1
2026-01-04 00:00:00,MAC-04,Backend,Networking,202.73,high,1
2026-01-04 00:00:00,MAC-04,Backend,Data Services,461.09,high,1
2026-01-04 00:00:00,MAC-04,QA,Storage,173.32,high,1
2026-01-04 00:00:00,MAC-04,QA,Data Services,278.91,high,1
2026-01-04 00:00:00,MAC-04,QA,Networking,99.37,high,1
2026-01-04 00:00:00,MAC-04,Backend,Storage,315.94,high,1
2026-01-04 00:00:00,MAC-04,Backend,Compute,873.71,high,1
2026-01-04 00:00:00,MAC-04,QA,Compute,386.38,high,1
2026-01-04 00:00:00,MAC-05,Compliance,Storage,251.64,high,1
2026-01-04 00:00:00,MAC-05,Security,Networking,325.43,high,1
2026-01-04 00:00:00,MAC-05,Security,Data Services,302.47,high,1
2026-01-04 00:00:00,MAC-05,Compliance,Data Services,307.81,high,1
2026-01-04 00:00:00,MAC-05,Security,Compute,746.75,high,1
2026-01-04 00:00:00,MAC-05,Compliance,Networking,169.78,high,1
2026-01-04 00:00:00,MAC-05,Security,Storage,268.06,high,1
2026-01-04 00:00:00,MAC-05,Compliance,Compute,401.48,high,1
2026-01-04 00:00:00,MAC-06,CloudOps,Storage,401.22,high,1
2026-01-04 00:00:00,MAC-06,CloudOps,Data Services,405.45,high,1
2026-01-04 00:00:00,MAC-06,CloudOps,Networking,320.41,high,1
2026-01-04 00:00:00,MAC-06,Infrastructure,Storage,389.24,high,1
2026-01-04 00:00:00,MAC-06,Infrastructure,Networking,356.19,high,1
2026-01-04 00:00:00,MAC-06,CloudOps,Compute,1115.53,high,1
2026-01-04 00:00:00,MAC-06,Infrastructure,Compute,1456.36,high,1
2026-01-04 00:00:00,MAC-06,Infrastructure,Data Services,388.19,high,1
2026-01-04 00:00:00,MAC-07,Research,Data Services,634.55,high,1
2026-01-04 00:00:00,MAC-07,ML,Storage,439.04,high,1
2026-01-04 00:00:00,MAC-07,Research,Networking,176.27,high,1
2026-01-04 00:00:00,MAC-07,ML,Networking,229.66,high,1
2026-01-04 00:00:00,MAC-07,ML,Compute,1518.74,high,1
2026-01-04 00:00:00,MAC-07,Research,Storage,451.54,high,1
2026-01-04 00:00:00,MAC-07,ML,Data Services,664.89,high,1
2026-01-04 00:00:00,MAC-07,Research,Compute,921.74,high,1
2026-01-04 00:00:00,MAC-08,Finance,Data Services,485.44,high,1
2026-01-04 00:00:00,MAC-08,Operations,Compute,481.55,high,1
2026-01-04 00:00:00,MAC-08,Operations,Data Services,335.41,high,1
2026-01-04 00:00:00,MAC-08,Operations,Networking,134.69,high,1
2026-01-04 00:00:00,MAC-08,Finance,Networking,97.32,high,1
2026-01-04 00:00:00,MAC-08,Finance,Compute,326.59,high,1
2026-01-04 00:00:00,MAC-08,Operations,Storage,282.27,high,1
2026-01-04 00:00:00,MAC-08,Finance,Storage,183.77,high,1
2026-01-05 00:00:00,MAC-01,DevOps,Compute,1211.62,high,1
2026-01-05 00:00:00,MAC-01,DevOps,Storage,306.98,high,1
2026-01-05 00:00:00,MAC-01,DevOps,Data Services,366.53,high,1
2026-01-05 00:00:00,MAC-01,Platform,Compute,1242.19,high,1
2026-01-05 00:00:00,MAC-01,Platform,Networking,286.26,high,1
2026-01-05 00:00:00,MAC-01,Platform,Storage,319.62,high,1
2026-01-05 00:00:00,MAC-01,DevOps,Networking,184.01,high,1
2026-01-05 00:00:00,MAC-01,Platform,Data Services,348.49,high,1
2026-01-05 00:00:00,MAC-02,DataEngineering,Storage,597.8,high,1
2026-01-05 00:00:00,MAC-02,Analytics,Data Services,927.69,high,1
2026-01-05 00:00:00,MAC-02,Analytics,Networking,179.11,high,1
2026-01-05 00:00:00,MAC-02,DataEngineering,Compute,799.55,high,1
2026-01-05 00:00:00,MAC-02,Analytics,Storage,536.76,high,1
2026-01-05 00:00:00,MAC-02,Analytics,Compute,846.9,high,1
2026-01-05 00:00:00,MAC-02,DataEngineering,Data Services,989.84,high,1
2026-01-05 00:00:00,MAC-02,DataEngineering,Networking,177.1,high,1
2026-01-05 00:00:00,MAC-03,Frontend,Networking,105.39,high,1
2026-01-05 00:00:00,MAC-03,Product,Storage,212.79,high,1
2026-01-05 00:00:00,MAC-03,Frontend,Storage,152.69,high,1
2026-01-05 00:00:00,MAC-03,Product,Data Services,342.5,high,1
2026-01-05 00:00:00,MAC-03,Frontend,Data Services,203.49,high,1
2026-01-05 00:00:00,MAC-03,Product,Compute,520.04,high,1
2026-01-05 00:00:00,MAC-03,Product,Networking,114.9,high,1
2026-01-05 00:00:00,MAC-03,Frontend,Compute,484.47,high,1
2026-01-05 00:00:00,MAC-04,QA,Networking,99.73,high,1
2026-01-05 00:00:00,MAC-04,QA,Data Services,240.09,high,1
2026-01-05 00:00:00,MAC-04,Backend,Compute,1082.73,high,1
2026-01-05 00:00:00,MAC-04,Backend,Networking,226.6,high,1
2026-01-05 00:00:00,MAC-04,QA,Compute,380.46,high,1
2026-01-05 00:00:00,MAC-04,QA,Storage,190.69,high,1
2026-01-05 00:00:00,MAC-04,Backend,Storage,378.42,high,1
2026-01-05 00:00:00,MAC-04,Backend,Data Services,564.58,high,1
2026-01-05 00:00:00,MAC-05,Security,Networking,274.83,high,1
2026-01-05 00:00:00,MAC-05,Security,Compute,746.9,high,1
2026-01-05 00:00:00,MAC-05,Security,Data Services,405.07,high,1
2026-01-05 00:00:00,MAC-05,Security,Storage,240.11,high,1
2026-01-05 00:00:00,MAC-05,Compliance,Compute,358.43,high,1
2026-01-05 00:00:00,MAC-05,Compliance,Storage,218.02,high,1
2026-01-05 00:00:00,MAC-05,Compliance,Networking,142.09,high,1
2026-01-05 00:00:00,MAC-05,Compliance,Data Services,283.19,high,1
2026-01-05 00:00:00,MAC-06,CloudOps,Networking,299.09,high,1
2026-01-05 00:00:00,MAC-06,Infrastructure,Data Services,480.84,high,1
2026-01-05 00:00:00,MAC-06,CloudOps,Storage,378.77,high,1
2026-01-05 00:00:00,MAC-06,Infrastructure,Storage,387.18,high,1
2026-01-05 00:00:00,MAC-06,Infrastructure,Compute,1272.3,high,1
2026-01-05 00:00:00,MAC-06,Infrastructure,Networking,392.59,high,1
2026-01-05 00:00:00,MAC-06,CloudOps,Compute,1200.7,high,1
2026-01-05 00:00:00,MAC-06,CloudOps,Data Services,402.9,high,1
2026-01-05 00:00:00,MAC-07,ML,Storage,549.63,high,1
2026-01-05 00:00:00,MAC-07,ML,Networking,178.66,high,1
2026-01-05 00:00:00,MAC-07,Research,Compute,713.76,high,1
2026-01-05 00:00:00,MAC-07,Research,Data Services,695.48,high,1
2026-01-05 00:00:00,MAC-07,Research,Networking,181.63,high,1
2026-01-05 00:00:00,MAC-07,ML,Compute,1757.12,high,1
2026-01-05 00:00:00,MAC-07,ML,Data Services,671.16,high,1
2026-01-05 00:00:00,MAC-07,Research,Storage,412.38,high,1
2026-01-05 00:00:00,MAC-08,Finance,Storage,184.71,high,1
2026-01-05 00:00:00,MAC-08,Operations,Networking,147.78,high,1
2026-01-05 00:00:00,MAC-08,Finance,Networking,113.84,high,1
2026-01-05 00:00:00,MAC-08,Operations,Compute,398.98,high,1
2026-01-05 00:00:00,MAC-08,Finance,Compute,318.8,high,1
2026-01-05 00:00:00,MAC-08,Finance,Data Services,434.22,high,1
2026-01-05 00:00:00,MAC-08,Operations,Storage,282.6,high,1
2026-01-05 00:00:00,MAC-08,Operations,Data Services,352.58,high,1
2026-01-06 00:00:00,MAC-01,DevOps,Networking,195.64,high,1
2026-01-06 00:00:00,MAC-01,Platform,Compute,952.91,high,1
2026-01-06 00:00:00,MAC-01,Platform,Data Services,430.18,high,1
2026-01-06 00:00:00,MAC-01,Platform,Networking,221.04,high,1
2026-01-06 00:00:00,MAC-01,DevOps,Compute,1040.37,high,1
2026-01-06 00:00:00,MAC-01,DevOps,Storage,269.11,high,1
2026-01-06 00:00:00,MAC-01,DevOps,Data Services,358.67,high,1
2026-01-06 00:00:00,MAC-01,Platform,Storage,301.46,high,1
2026-01-06 00:00:00,MAC-02,Analytics,Storage,543.49,high,1
2026-01-06 00:00:00,MAC-02,DataEngineering,Compute,807.74,high,1
2026-01-06 00:00:00,MAC-02,DataEngineering,Networking,193.71,high,1
2026-01-06 00:00:00,MAC-02,DataEngineering,Data Services,793.84,high,1
2026-01-06 00:00:00,MAC-02,Analytics,Data Services,987.26,high,1
2026-01-06 00:00:00,MAC-02,DataEngineering,Storage,539.29,high,1
2026-01-06 00:00:00,MAC-02,Analytics,Networking,142.85,high,1
2026-01-06 00:00:00,MAC-02,Analytics,Compute,764.89,high,1
2026-01-06 00:00:00,MAC-03,Product,Storage,225.14,high,1
2026-01-06 00:00:00,MAC-03,Product,Networking,136.48,high,1
2026-01-06 00:00:00,MAC-03,Product,Data Services,304.22,high,1
2026-01-06 00:00:00,MAC-03,Frontend,Compute,551.9,high,1
2026-01-06 00:00:00,MAC-03,Frontend,Storage,139.26,high,1
2026-01-06 00:00:00,MAC-03,Frontend,Data Services,197.32,high,1
2026-01-06 00:00:00,MAC-03,Frontend,Networking,112.83,high,1
2026-01-06 00:00:00,MAC-03,Product,Compute,593.06,high,1
2026-01-06 00:00:00,MAC-04,QA,Storage,160.56,high,1
2026-01-06 00:00:00,MAC-04,QA,Networking,102.6,high,1
2026-01-06 00:00:00,MAC-04,QA,Data Services,239.33,high,1
2026-01-06 00:00:00,MAC-04,Backend,Storage,322.47,high,1
2026-01-06 00:00:00,MAC-04,Backend,Networking,200.78,high,1
2026-01-06 00:00:00,MAC-04,Backend,Data Services,555.44,high,1
2026-01-06 00:00:00,MAC-04,QA,Compute,390.66,high,1
2026-01-06 00:00:00,MAC-04,Backend,Compute,931.8,high,1
2026-01-06 00:00:00,MAC-05,Compliance,Data Services,265.45,high,1
2026-01-06 00:00:00,MAC-05,Security,Compute,652.5,high,1
2026-01-06 00:00:00,MAC-05,Security,Storage,255.66,high,1
2026-01-06 00:00:00,MAC-05,Compliance,Networking,146.04,high,1
2026-01-06 00:00:00,MAC-05,Security,Data Services,367.19,high,1
2026-01-06 00:00:00,MAC-05,Compliance,Compute,368.48,high,1
2026-01-06 00:00:00,MAC-05,Compliance,Storage,218.21,high,1
2026-01-06 00:00:00,MAC-05,Security,Networking,266.9,high,1
2026-01-06 00:00:00,MAC-06,Infrastructure,Networking,343.86,high,1
2026-01-06 00:00:00,MAC-06,CloudOps,Storage,370.0,high,1
2026-01-06 00:00:00,MAC-06,Infrastructure,Data Services,438.76,high,1
2026-01-06 00:00:00,MAC-06,CloudOps,Networking,324.08,high,1
2026-01-06 00:00:00,MAC-06,Infrastructure,Compute,1525.96,high,1
2026-01-06 00:00:00,MAC-06,CloudOps,Compute,1146.24,high,1
2026-01-06 00:00:00,MAC-06,Infrastructure,Storage,376.23,high,1
2026-01-06 00:00:00,MAC-06,CloudOps,Data Services,428.73,high,1
2026-01-06 00:00:00,MAC-07,ML,Storage,480.61,high,1
2026-01-06 00:00:00,MAC-07,ML,Data Services,777.19,high,1
2026-01-06 00:00:00,MAC-07,Research,Compute,864.38,high,1
2026-01-06 00:00:00,MAC-07,Research,Data Services,749.7,high,1
2026-01-06 00:00:00,MAC-07,ML,Networking,219.5,high,1
2026-01-06 00:00:00,MAC-07,Research,Storage,434.21,high,1
2026-01-06 00:00:00,MAC-07,Research,Networking,167.62,high,1
2026-01-06 00:00:00,MAC-07,ML,Compute,1505.38,high,1
2026-01-06 00:00:00,MAC-08,Finance,Compute,302.09,high,1
2026-01-06 00:00:00,MAC-08,Operations,Networking,148.82,high,1
2026-01-06 00:00:00,MAC-08,Operations,Data Services,387.11,high,1
2026-01-06 00:00:00,MAC-08,Finance,Networking,96.77,high,1
2026-01-06 00:00:00,MAC-08,Operations,Storage,334.67,high,1
2026-01-06 00:00:00,MAC-08,Finance,Storage,213.74,high,1
2026-01-06 00:00:00,MAC-08,Finance,Data Services,477.94,high,1
2026-01-06 00:00:00,MAC-08,Operations,Compute,497.72,high,1
2026-01-07 00:00:00,MAC-01,DevOps,Networking,172.43,high,1
2026-01-07 00:00:00,MAC-01,DevOps,Data Services,442.41,high,1
2026-01-07 00:00:00,MAC-01,Platform,Storage,286.95,high,1
2026-01-07 00:00:00,MAC-01,DevOps,Compute,1040.05,high,1
2026-01-07 00:00:00,MAC-01,Platform,Compute,1076.85,high,1
