usage_date,mac_id,team,resource_category,total_cost_inr,resource_count
2026-01-01,MAC-05,Security,Networking,314.78,1
2026-01-01,MAC-05,Security,Data Services,376.22,1
2026-01-01,MAC-05,Security,Compute,632.51,1
2026-01-01,MAC-06,CloudOps,Storage,430.42,1
2026-01-01,MAC-06,CloudOps,Networking,317.26,1
2026-01-01,MAC-06,CloudOps,Compute,1451.32,1
2026-01-01,MAC-06,CloudOps,Data Services,341.15,1
2026-01-01,MAC-06,Infrastructure,Data Services,384.87,1
2026-01-01,MAC-06,Infrastructure,Compute,1229.36,1
2026-01-01,MAC-06,Infrastructure,Storage,403.44,1
2026-01-01,MAC-06,Infrastructure,Networking,347.36,1
2026-01-01,MAC-07,ML,Storage,565.49,1
2026-01-01,MAC-07,ML,Networking,228.2,1
2026-01-01,MAC-07,ML,Data Services,804.09,1
2026-01-01,MAC-07,ML,Compute,1477.32,1
2026-01-01,MAC-07,Research,Compute,916.33,1
2026-01-01,MAC-07,Research,Data Services,585.65,1
2026-01-01,MAC-07,Research,Networking,163.7,1
2026-01-01,MAC-07,Research,Storage,393.38,1
2026-01-01,MAC-08,Finance,Storage,196.03,1
2026-01-01,MAC-08,Finance,Data Services,459.42,1
2026-01-01,MAC-08,Finance,Networking,112.49,1
2026-01-01,MAC-08,Finance,Compute,313.83,1
2026-01-01,MAC-08,Operations,Compute,487.92,1
2026-01-01,MAC-08,Operations,Storage,329.33,1
2026-01-01,MAC-08,Operations,Networking,116.04,1
2026-01-01,MAC-08,Operations,Data Services,376.32,1
2026-01-02,MAC-01,DevOps,Data Services,386.86,1
2026-01-02,MAC-01,DevOps,Compute,1256.43,1
2026-01-02,MAC-01,DevOps,Networking,202.02,1
2026-01-02,MAC-01,DevOps,Storage,258.51,1
2026-01-02,MAC-01,Platform,Storage,255.02,1
2026-01-02,MAC-01,Platform,Data Services,405.49,1
2026-01-02,MAC-01,Platform,Networking,246.38,1
2026-01-02,MAC-01,Platform,Compute,987.74,1
2026-01-02,MAC-02,Analytics,Data Services,899.58,1
2026-01-02,MAC-02,Analytics,Storage,524.59,1
2026-01-02,MAC-02,Analytics,Compute,769.36,1
2026-01-02,MAC-02,Analytics,Networking,163.81,1
2026-01-02,MAC-02,DataEngineering,Storage,645.42,1
2026-01-02,MAC-02,DataEngineering,Networking,196.74,1
2026-01-02,MAC-02,DataEngineering,Compute,771.23,1
2026-01-02,MAC-02,DataEngineering,Data Services,844.37,1
2026-01-02,MAC-03,Frontend,Storage,148.26,1
2026-01-02,MAC-03,Frontend,Networking,109.73,1
2026-01-02,MAC-03,Frontend,Compute,425.93,1
2026-01-02,MAC-03,Frontend,Data Services,223.81,1
2026-01-02,MAC-03,Product,Data Services,292.23,1
2026-01-02,MAC-03,Product,Networking,116.4,1
2026-01-02,MAC-03,Product,Compute,542.31,1
2026-01-02,MAC-03,Product,Storage,221.49,1
2026-01-02,MAC-04,Backend,Compute,1011.82,1
2026-01-02,MAC-04,Backend,Storage,330.28,1
2026-01-02,MAC-04,Backend,Data Services,529.64,1
2026-01-02,MAC-04,Backend,Networking,192.35,1
2026-01-02,MAC-04,QA,Data Services,249.7,1
2026-01-02,MAC-04,QA,Compute,369.57,1
2026-01-02,MAC-04,QA,Networking,102.1,1
2026-01-02,MAC-04,QA,Storage,180.52,1
2026-01-02,MAC-05,Compliance,Data Services,327.66,1
2026-01-02,MAC-05,Compliance,Compute,389.61,1
2026-01-02,MAC-05,Compliance,Networking,132.15,1
2026-01-02,MAC-05,Compliance,Storage,196.89,1
2026-01-02,MAC-05,Security,Data Services,386.92,1
2026-01-02,MAC-05,Security,Networking,314.72,1
2026-01-02,MAC-05,Security,Compute,745.48,1
2026-01-02,MAC-05,Security,Storage,254.71,1
2026-01-02,MAC-06,CloudOps,Storage,406.23,1
2026-01-02,MAC-06,CloudOps,Data Services,408.63,1
2026-01-02,MAC-06,CloudOps,Networking,294.44,1
2026-01-02,MAC-06,CloudOps,Compute,1148.36,1
2026-01-02,MAC-06,Infrastructure,Storage,350.76,1
2026-01-02,MAC-06,Infrastructure,Networking,363.24,1
2026-01-02,MAC-06,Infrastructure,Compute,1256.42,1
2026-01-02,MAC-06,Infrastructure,Data Services,389.44,1
2026-01-02,MAC-07,ML,Compute,1430.88,1
2026-01-02,MAC-07,ML,Storage,458.62,1
2026-01-02,MAC-07,ML,Data Services,627.09,1
2026-01-02,MAC-07,ML,Networking,185.55,1
2026-01-02,MAC-07,Research,Compute,737.16,1
2026-01-02,MAC-07,Research,Data Services,745.37,1
2026-01-02,MAC-07,Research,Networking,190.75,1
2026-01-02,MAC-07,Research,Storage,422.17,1
2026-01-02,MAC-08,Finance,Compute,309.65,1
2026-01-02,MAC-08,Finance,Storage,185.98,1
2026-01-02,MAC-08,Finance,Data Services,488.72,1
2026-01-02,MAC-08,Finance,Networking,97.4,1
2026-01-02,MAC-08,Operations,Storage,342.45,1
2026-01-02,MAC-08,Operations,Networking,111.14,1
2026-01-02,MAC-08,Operations,Compute,401.17,1
2026-01-02,MAC-08,Operations,Data Services,335.22,1
2026-01-03,MAC-01,DevOps,Data Services,395.41,1
2026-01-03,MAC-01,DevOps,Compute,1290.85,1
2026-01-03,MAC-01,DevOps,Networking,222.21,1
2026-01-03,MAC-01,DevOps,Storage,329.89,1
2026-01-03,MAC-01,Platform,Storage,261.58,1
2026-01-03,MAC-01,Platform,Networking,220.92,1
2026-01-03,MAC-01,Platform,Data Services,372.72,1
2026-01-03,MAC-01,Platform,Compute,1113.96,1
2026-01-03,MAC-02,Analytics,Data Services,974.94,1
2026-01-03,MAC-02,Analytics,Networking,137.81,1
2026-01-03,MAC-02,Analytics,Compute,725.84,1
2026-01-03,MAC-02,Analytics,Storage,557.32,1
2026-01-03,MAC-02,DataEngineering,Compute,838.86,1
2026-01-03,MAC-02,DataEngineering,Networking,201.66,1
2026-01-03,MAC-02,DataEngineering,Data Services,815.54,1
2026-01-03,MAC-02,DataEngineering,Storage,549.92,1
2026-01-03,MAC-03,Frontend,Data Services,197.03,1
2026-01-03,MAC-03,Frontend,Compute,526.84,1
2026-01-03,MAC-03,Frontend,Storage,155.28,1
2026-01-03,MAC-03,Frontend,Networking,110.45,1
2026-01-03,MAC-03,Product,Storage,210.59,1
2026-01-03,MAC-03,Product,Data Services,343.31,1
2026-01-03,MAC-03,Product,Networking,103.7,1
2026-01-03,MAC-03,Product,Compute,678.32,1
2026-01-03,MAC-04,Backend,Data Services,459.32,1
2026-01-03,MAC-04,Backend,Compute,941.74,1
2026-01-03,MAC-04,Backend,Networking,226.36,1
2026-01-03,MAC-04,Backend,Storage,403.37,1
2026-01-03,MAC-04,QA,Storage,193.57,1
2026-01-03,MAC-04,QA,Compute,341.6,1
2026-01-03,MAC-04,QA,Data Services,269.39,1
2026-01-03,MAC-04,QA,Networking,77.92,1
2026-01-03,MAC-05,Compliance,Data Services,304.6,1
2026-01-03,MAC-05,Compliance,Compute,396.53,1
2026-01-03,MAC-05,Compliance,Networking,155.29,1
2026-01-03,MAC-05,Compliance,Storage,218.6,1
2026-01-03,MAC-05,Security,Storage,272.41,1
2026-01-03,MAC-05,Security,Compute,806.81,1
2026-01-03,MAC-05,Security,Networking,277.54,1
2026-01-03,MAC-05,Security,Data Services,382.3,1
2026-01-03,MAC-06,CloudOps,Data Services,356.3,1
2026-01-03,MAC-06,CloudOps,Networking,362.27,1
2026-01-03,MAC-06,CloudOps,Storage,376.43,1
2026-01-03,MAC-06,CloudOps,Compute,1304.59,1
2026-01-03,MAC-06,Infrastructure,Storage,420.12,1
2026-01-03,MAC-06,Infrastructure,Networking,364.36,1
2026-01-03,MAC-06,Infrastructure,Compute,1378.07,1
2026-01-03,MAC-06,Infrastructure,Data Services,482.46,1
2026-01-03,MAC-07,ML,Data Services,719.88,1
2026-01-03,MAC-07,ML,Compute,1685.24,1
2026-01-03,MAC-07,ML,Storage,567.94,1
2026-01-03,MAC-07,ML,Networking,192.15,1
2026-01-03,MAC-07,Research,Storage,398.7,1
2026-01-03,MAC-07,Research,Compute,690.65,1
2026-01-03,MAC-07,Research,Data Services,656.69,1
2026-01-03,MAC-07,Research,Networking,184.47,1
2026-01-03,MAC-08,Finance,Storage,183.75,1
2026-01-03,MAC-08,Finance,Data Services,497.03,1
2026-01-03,MAC-08,Finance,Compute,272.58,1
2026-01-03,MAC-08,Finance,Networking,86.03,1
2026-01-03,MAC-08,Operations,Compute,485.56,1
2026-01-03,MAC-08,Operations,Storage,283.35,1
2026-01-03,MAC-08,Operations,Networking,131.16,1
2026-01-03,MAC-08,Operations,Data Services,420.6,1
2026-01-04,MAC-01,DevOps,Storage,282.6,1
2026-01-04,MAC-01,DevOps,Networking,215.63,1
2026-01-04,MAC-01,DevOps,Compute,1028.71,1
2026-01-04,MAC-01,DevOps,Data Services,349.52,1
2026-01-04,MAC-01,Platform,Storage,320.15,1
2026-01-04,MAC-01,Platform,Compute,1234.74,1
2026-01-04,MAC-01,Platform,Data Services,355.95,1
2026-01-04,MAC-01,Platform,Networking,216.14,1
2026-01-04,MAC-02,Analytics,Networking,183.54,1
2026-01-04,MAC-02,Analytics,Storage,587.59,1
2026-01-04,MAC-02,Analytics,Compute,846.81,1
2026-01-04,MAC-02,Analytics,Data Services,896.45,1
2026-01-04,MAC-02,DataEngineering,Storage,637.88,1
2026-01-04,MAC-02,DataEngineering,Networking,190.4,1
2026-01-04,MAC-02,DataEngineering,Data Services,845.87,1
2026-01-04,MAC-02,DataEngineering,Compute,900.82,1
2026-01-04,MAC-03,Frontend,Storage,141.4,1
2026-01-04,MAC-03,Frontend,Networking,99.23,1
2026-01-04,MAC-03,Frontend,Compute,493.72,1
2026-01-04,MAC-03,Frontend,Data Services,204.57,1
2026-01-04,MAC-03,Product,Networking,127.39,1
2026-01-04,MAC-03,Product,Compute,693.51,1
2026-01-04,MAC-03,Product,Data Services,311.8,1
2026-01-04,MAC-03,Product,Storage,212.98,1
2026-01-04,MAC-04,Backend,Storage,315.94,1
2026-01-04,MAC-04,Backend,Networking,202.73,1
2026-01-04,MAC-04,Backend,Compute,873.71,1
2026-01-04,MAC-04,Backend,Data Services,461.09,1
2026-01-04,MAC-04,QA,Data Services,278.91,1
2026-01-04,MAC-04,QA,Compute,386.38,1
2026-01-04,MAC-04,QA,Networking,99.37,1
2026-01-04,MAC-04,QA,Storage,173.32,1
2026-01-04,MAC-05,Compliance,Networking,169.78,1
2026-01-04,MAC-05,Compliance,Compute,401.48,1
2026-01-04,MAC-05,Compliance,Data Services,307.81,1
2026-01-04,MAC-05,Compliance,Storage,251.64,1
2026-01-04,MAC-05,Security,Storage,268.06,1
2026-01-04,MAC-05,Security,Networking,325.43,1
2026-01-04,MAC-05,Security,Data Services,302.47,1
2026-01-04,MAC-05,Security,Compute,746.75,1
2026-01-04,MAC-06,CloudOps,Data Services,405.45,1
2026-01-04,MAC-06,CloudOps,Storage,401.22,1
2026-01-04,MAC-06,CloudOps,Compute,1115.53,1
2026-01-04,MAC-06,CloudOps,Networking,320.41,1
2026-01-04,MAC-06,Infrastructure,Networking,356.19,1
2026-01-04,MAC-06,Infrastructure,Compute,1456.36,1
2026-01-04,MAC-06,Infrastructure,Storage,389.24,1
2026-01-04,MAC-06,Infrastructure,Data Services,388.19,1
2026-01-04,MAC-07,ML,Data Services,664.89,1
2026-01-04,MAC-07,ML,Storage,439.04,1
2026-01-04,MAC-07,ML,Networking,229.66,1
2026-01-04,MAC-07,ML,Compute,1518.74,1
2026-01-04,MAC-07,Research,Compute,921.74,1
2026-01-04,MAC-07,Research,Storage,451.54,1
2026-01-04,MAC-07,Research,Data Services,634.55,1
2026-01-04,MAC-07,Research,Networking,176.27,1
2026-01-04,MAC-08,Finance,Networking,97.32,1
2026-01-04,MAC-08,Finance,Compute,326.59,1
2026-01-04,MAC-08,Finance,Data Services,485.44,1
2026-01-04,MAC-08,Finance,Storage,183.77,1
2026-01-04,MAC-08,Operations,Storage,282.27,1
2026-01-04,MAC-08,Operations,Compute,481.55,1
2026-01-04,MAC-08,Operations,Data Services,335.41,1
2026-01-04,MAC-08,Operations,Networking,134.69,1
2026-01-05,MAC-01,DevOps,Storage,306.98,1
2026-01-05,MAC-01,DevOps,Data Services,366.53,1
2026-01-05,MAC-01,DevOps,Compute,1211.62,1
2026-01-05,MAC-01,DevOps,Networking,184.01,1
2026-01-05,MAC-01,Platform,Compute,1242.19,1
2026-01-05,MAC-01,Platform,Storage,319.62,1
2026-01-05,MAC-01,Platform,Data Services,348.49,1
2026-01-05,MAC-01,Platform,Networking,286.26,1
2026-01-05,MAC-02,Analytics,Compute,846.9,1
2026-01-05,MAC-02,Analytics,Storage,536.76,1
2026-01-05,MAC-02,Analytics,Networking,179.11,1
2026-01-05,MAC-02,Analytics,Data Services,927.69,1
2026-01-05,MAC-02,DataEngineering,Compute,799.55,1
2026-01-05,MAC-02,DataEngineering,Data Services,989.84,1
2026-01-05,MAC-02,DataEngineering,Networking,177.1,1
2026-01-05,MAC-02,DataEngineering,Storage,597.8,1
2026-01-05,MAC-03,Frontend,Storage,152.69,1
2026-01-05,MAC-03,Frontend,Networking,105.39,1
2026-01-05,MAC-03,Frontend,Compute,484.47,1
2026-01-05,MAC-03,Frontend,Data Services,203.49,1
2026-01-05,MAC-03,Product,Storage,212.79,1
2026-01-05,MAC-03,Product,Networking,114.9,1
2026-01-05,MAC-03,Product,Data Services,342.5,1
2026-01-05,MAC-03,Product,Compute,520.04,1
2026-01-05,MAC-04,Backend,Networking,226.6,1
2026-01-05,MAC-04,Backend,Data Services,564.58,1
2026-01-05,MAC-04,Backend,Compute,1082.73,1
2026-01-05,MAC-04,Backend,Storage,378.42,1
2026-01-05,MAC-04,QA,Compute,380.46,1
2026-01-05,MAC-04,QA,Networking,99.73,1
2026-01-05,MAC-04,QA,Storage,190.69,1
2026-01-05,MAC-04,QA,Data Services,240.09,1
2026-01-05,MAC-05,Compliance,Data Services,283.19,1
2026-01-05,MAC-05,Compliance,Storage,218.02,1
2026-01-05,MAC-05,Compliance,Networking,142.09,1
2026-01-05,MAC-05,Compliance,Compute,358.43,1
2026-01-05,MAC-05,Security,Networking,274.83,1
2026-01-05,MAC-05,Security,Data Services,405.07,1
2026-01-05,MAC-05,Security,Compute,746.9,1
2026-01-05,MAC-05,Security,Storage,240.11,1
2026-01-05,MAC-06,CloudOps,Compute,1200.7,1
2026-01-05,MAC-06,CloudOps,Networking,299.09,1
2026-01-05,MAC-06,CloudOps,Data Services,402.9,1
2026-01-05,MAC-06,CloudOps,Storage,378.77,1
2026-01-05,MAC-06,Infrastructure,Compute,1272.3,1
2026-01-05,MAC-06,Infrastructure,Storage,387.18,1
2026-01-05,MAC-06,Infrastructure,Data Services,480.84,1
2026-01-05,MAC-06,Infrastructure,Networking,392.59,1
2026-01-05,MAC-07,ML,Storage,549.63,1
2026-01-05,MAC-07,ML,Networking,178.66,1
2026-01-05,MAC-07,ML,Compute,1757.12,1
2026-01-05,MAC-07,ML,Data Services,671.16,1
2026-01-05,MAC-07,Research,Compute,713.76,1
2026-01-05,MAC-07,Research,Networking,181.63,1
2026-01-05,MAC-07,Research,Storage,412.38,1
2026-01-05,MAC-07,Research,Data Services,695.48,1
2026-01-05,MAC-08,Finance,Compute,318.8,1
2026-01-05,MAC-08,Finance,Networking,113.84,1
2026-01-05,MAC-08,Finance,Data Services,434.22,1
2026-01-05,MAC-08,Finance,Storage,184.71,1
2026-01-05,MAC-08,Operations,Storage,282.6,1
2026-01-05,MAC-08,Operations,Networking,147.78,1
2026-01-05,MAC-08,Operations,Data Services,352.58,1
2026-01-05,MAC-08,Operations,Compute,398.98,1
2026-01-06,MAC-01,DevOps,Data Services,358.67,1
2026-01-06,MAC-01,DevOps,Compute,1040.37,1
2026-01-06,MAC-01,DevOps,Storage,269.11,1
2026-01-06,MAC-01,DevOps,Networking,195.64,1
2026-01-06,MAC-01,Platform,Data Services,430.18,1
2026-01-06,MAC-01,Platform,Storage,301.46,1
2026-01-06,MAC-01,Platform,Networking,221.04,1
2026-01-06,MAC-01,Platform,Compute,952.91,1
2026-01-06,MAC-02,Analytics,Data Services,987.26,1
2026-01-06,MAC-02,Analytics,Networking,142.85,1
2026-01-06,MAC-02,Analytics,Compute,764.89,1
2026-01-06,MAC-02,Analytics,Storage,543.49,1
2026-01-06,MAC-02,DataEngineering,Data Services,793.84,1
2026-01-06,MAC-02,DataEngineering,Networking,193.71,1
2026-01-06,MAC-02,DataEngineering,Compute,807.74,1
2026-01-06,MAC-02,DataEngineering,Storage,539.29,1
2026-01-06,MAC-03,Frontend,Data Services,197.32,1
2026-01-06,MAC-03,Frontend,Storage,139.26,1
2026-01-06,MAC-03,Frontend,Networking,112.83,1
2026-01-06,MAC-03,Frontend,Compute,551.9,1
2026-01-06,MAC-03,Product,Networking,136.48,1
2026-01-06,MAC-03,Product,Compute,593.06,1
2026-01-06,MAC-03,Product,Data Services,304.22,1
2026-01-06,MAC-03,Product,Storage,225.14,1
2026-01-06,MAC-04,Backend,Data Services,555.44,1
2026-01-06,MAC-04,Backend,Storage,322.47,1
2026-01-06,MAC-04,Backend,Networking,200.78,1
2026-01-06,MAC-04,Backend,Compute,931.8,1
2026-01-06,MAC-04,QA,Storage,160.56,1
2026-01-06,MAC-04,QA,Compute,390.66,1
2026-01-06,MAC-04,QA,Data Services,239.33,1
2026-01-06,MAC-04,QA,Networking,102.6,1
2026-01-06,MAC-05,Compliance,Networking,146.04,1
2026-01-06,MAC-05,Compliance,Storage,218.21,1
2026-01-06,MAC-05,Compliance,Compute,368.48,1
2026-01-06,MAC-05,Compliance,Data Services,265.45,1
2026-01-06,MAC-05,Security,Compute,652.5,1
2026-01-06,MAC-05,Security,Networking,266.9,1
2026-01-06,MAC-05,Security,Data Services,367.19,1
2026-01-06,MAC-05,Security,Storage,255.66,1
2026-01-06,MAC-06,CloudOps,Data Services,428.73,1
2026-01-06,MAC-06,CloudOps,Compute,1146.24,1
2026-01-06,MAC-06,CloudOps,Networking,324.08,1
2026-01-06,MAC-06,CloudOps,Storage,370.0,1
2026-01-06,MAC-06,Infrastructure,Data Services,438.76,1
2026-01-06,MAC-06,Infrastructure,Compute,1525.96,1
2026-01-06,MAC-06,Infrastructure,Networking,343.86,1
2026-01-06,MAC-06,Infrastructure,Storage,376.23,1
2026-01-06,MAC-07,ML,Storage,480.61,1
2026-01-06,MAC-07,ML,Networking,219.5,1
2026-01-06,MAC-07,ML,Data Services,777.19,1
2026-01-06,MAC-07,ML,Compute,1505.38,1
2026-01-06,MAC-07,Research,Compute,864.38,1
2026-01-06,MAC-07,Research,Storage,434.21,1
2026-01-06,MAC-07,Research,Networking,167.62,1
2026-01-06,MAC-07,Research,Data Services,749.7,1
2026-01-06,MAC-08,Finance,Networking,96.77,1
2026-01-06,MAC-08,Finance,Storage,213.74,1
2026-01-06,MAC-08,Finance,Compute,302.09,1
2026-01-06,MAC-08,Finance,Data Services,477.94,1
2026-01-06,MAC-08,Operations,Storage,334.67,1
2026-01-06,MAC-08,Operations,Networking,148.82,1
2026-01-06,MAC-08,Operations,Compute,497.72,1
2026-01-06,MAC-08,Operations,Data Services,387.11,1
2026-01-07,MAC-01,DevOps,Data Services,442.41,1
2026-01-07,MAC-01,DevOps,Compute,1040.05,1
2026-01-07,MAC-01,DevOps,Networking,172.43,1
2026-01-07,MAC-01,DevOps,Storage,285.98,1
2026-01-07,MAC-01,Platform,Storage,286.95,1
2026-01-07,MAC-01,Platform,Networking,224.37,1
2026-01-07,MAC-01,Platform,Compute,1076.85,1
2026-01-07,MAC-01,Platform,Data Services,422.85,1
2026-01-07,MAC-02,Analytics,Storage,561.3,1
2026-01-07,MAC-02,Analytics,Networking,142.99,1
2026-01-07,MAC-02,Analytics,Data Services,978.29,1
2026-01-07,MAC-02,Analytics,Compute,899.58,1
2026-01-07,MAC-02,DataEngineering,Data Services,1028.06,1
2026-01-07,MAC-02,DataEngineering,Networking,187.87,1
2026-01-07,MAC-02,DataEngineering,Compute,923.65,1
2026-01-07,MAC-02,DataEngineering,Storage,537.89,1
2026-01-07,MAC-03,Frontend,Data Services,188.37,1
2026-01-07,MAC-03,Frontend,Compute,442.89,1
2026-01-07,MAC-03,Frontend,Networking,97.37,1
2026-01-07,MAC-03,Frontend,Storage,163.84,1
2026-01-07,MAC-03,Product,Data Services,273.29,1
2026-01-07,MAC-03,Product,Compute,549.21,1
2026-01-07,MAC-03,Product,Networking,119.97,1
2026-01-07,MAC-03,Product,Storage,192.57,1
2026-01-07,MAC-04,Backend,Networking,229.81,1
2026-01-07,MAC-04,Backend,Compute,1053.97,1
2026-01-07,MAC-04,Backend,Data Services,574.65,1
2026-01-07,MAC-04,Backend,Storage,323.42,1
2026-01-07,MAC-04,QA,Data Services,276.39,1
2026-01-07,MAC-04,QA,Compute,382.66,1
2026-01-07,MAC-04,QA,Networking,94.0,1
2026-01-07,MAC-04,QA,Storage,161.29,1
2026-01-07,MAC-05,Compliance,Compute,345.75,1
2026-01-07,MAC-05,Compliance,Storage,226.27,1
2026-01-07,MAC-05,Compliance,Data Services,287.26,1
2026-01-07,MAC-05,Compliance,Networking,130.54,1
2026-01-07,MAC-05,Security,Networking,303.71,1
2026-01-07,MAC-05,Security,Storage,268.06,1
2026-01-07,MAC-05,Security,Compute,714.97,1
2026-01-07,MAC-05,Security,Data Services,321.79,1
2026-01-07,MAC-06,CloudOps,Storage,351.07,1
2026-01-07,MAC-06,CloudOps,Compute,1122.4,1
2026-01-07,MAC-06,CloudOps,Networking,294.28,1
2026-01-07,MAC-06,CloudOps,Data Services,444.18,1
2026-01-07,MAC-06,Infrastructure,Storage,391.76,1
2026-01-07,MAC-06,Infrastructure,Networking,313.01,1
2026-01-07,MAC-06,Infrastructure,Data Services,435.97,1
2026-01-07,MAC-06,Infrastructure,Compute,1503.44,1
2026-01-07,MAC-07,ML,Compute,1792.12,1
2026-01-07,MAC-07,ML,Networking,173.34,1
2026-01-07,MAC-07,ML,Data Services,761.6,1
2026-01-07,MAC-07,ML,Storage,470.01,1
2026-01-07,MAC-07,Research,Compute,930.57,1
2026-01-07,MAC-07,Research,Networking,203.77,1
2026-01-07,MAC-07,Research,Data Services,616.25,1
2026-01-07,MAC-07,Research,Storage,419.47,1
2026-01-07,MAC-08,Finance,Networking,109.82,1
2026-01-07,MAC-08,Finance,Compute,313.61,1
2026-01-07,MAC-08,Finance,Data Services,410.64,1
2026-01-07,MAC-08,Finance,Storage,232.18,1
2026-01-07,MAC-08,Operations,Storage,278.91,1
2026-01-07,MAC-08,Operations,Networking,121.27,1
2026-01-07,MAC-08,Operations,Compute,509.15,1
2026-01-07,MAC-08,Operations,Data Services,414.74,1
2026-01-08,MAC-01,DevOps,Data Services,463.2,1
2026-01-08,MAC-01,DevOps,Networking,210.03,1
2026-01-08,MAC-01,DevOps,Storage,303.44,1
2026-01-08,MAC-01,DevOps,Compute,1100.99,1
2026-01-08,MAC-01,Platform,Networking,272.92,1
2026-01-08,MAC-01,Platform,Storage,292.29,1
2026-01-08,MAC-01,Platform,Compute,1171.91,1
2026-01-08,MAC-01,Platform,Data Services,424.42,1
2026-01-08,MAC-02,Analytics,Compute,963.14,1
2026-01-08,MAC-02,Analytics,Data Services,819.12,1
2026-01-08,MAC-02,Analytics,Networking,141.1,1
2026-01-08,MAC-02,Analytics,Storage,622.79,1
2026-01-08,MAC-02,DataEngineering,Networking,165.54,1
2026-01-08,MAC-02,DataEngineering,Compute,784.99,1
2026-01-08,MAC-02,DataEngineering,Data Services,798.03,1
2026-01-08,MAC-02,DataEngineering,Storage,564.43,1
2026-01-08,MAC-03,Frontend,Storage,171.91,1
2026-01-08,MAC-03,Frontend,Networking,110.89,1
2026-01-08,MAC-03,Frontend,Data Services,173.54,1
2026-01-08,MAC-03,Frontend,Compute,563.41,1
2026-01-08,MAC-03,Product,Networking,134.38,1
2026-01-08,MAC-03,Product,Data Services,300.69,1
2026-01-08,MAC-03,Product,Compute,588.74,1
2026-01-08,MAC-03,Product,Storage,212.17,1
2026-01-08,MAC-04,Backend,Storage,390.66,1
2026-01-08,MAC-04,Backend,Networking,255.01,1
2026-01-08,MAC-04,Backend,Data Services,537.68,1
2026-01-08,MAC-04,Backend,Compute,1069.33,1
2026-01-08,MAC-04,QA,Compute,373.92,1
2026-01-08,MAC-04,QA,Networking,95.41,1
2026-01-08,MAC-04,QA,Data Services,261.19,1
2026-01-08,MAC-04,QA,Storage,185.97,1
2026-01-08,MAC-05,Compliance,Networking,146.46,1
2026-01-08,MAC-05,Compliance,Compute,390.82,1
2026-01-08,MAC-05,Compliance,Data Services,323.55,1
2026-01-08,MAC-05,Compliance,Storage,250.47,1
2026-01-08,MAC-05,Security,Data Services,371.35,1
2026-01-08,MAC-05,Security,Storage,222.66,1
2026-01-08,MAC-05,Security,Networking,265.31,1
2026-01-08,MAC-05,Security,Compute,804.49,1
2026-01-08,MAC-06,CloudOps,Networking,331.54,1
2026-01-08,MAC-06,CloudOps,Compute,1152.02,1
2026-01-08,MAC-06,CloudOps,Data Services,435.97,1
2026-01-08,MAC-06,CloudOps,Storage,330.39,1
2026-01-08,MAC-06,Infrastructure,Data Services,479.21,1
2026-01-08,MAC-06,Infrastructure,Networking,402.24,1
2026-01-08,MAC-06,Infrastructure,Compute,1332.15,1
2026-01-08,MAC-06,Infrastructure,Storage,400.39,1
2026-01-08,MAC-07,ML,Compute,1406.27,1
2026-01-08,MAC-07,ML,Storage,534.84,1
2026-01-08,MAC-07,ML,Data Services,707.07,1
2026-01-08,MAC-07,ML,Networking,181.79,1
2026-01-08,MAC-07,Research,Networking,200.26,1
